"TAXONOMIC.ORDER","SCIENTIFIC.NAME","COMMON.NAME","STATUS","COUNT","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
22399,"Prinia hodgsonii","Gray-breasted Prinia","Regular",20,3,12,4,2,18,12,26,24,22,31,23,21,101,238,635,1140,999,1290,2238,1700
22422,"Prinia sylvatica","Jungle Prinia","Sporadic",13,0,0,0,0,3,1,0,2,0,4,16,0,10,20,17,21,31,28,25,32
22437,"Prinia socialis","Ashy Prinia","Regular",20,6,7,3,7,13,10,18,18,7,26,32,68,435,1020,1542,1851,2067,2707,2866,2811
22454,"Prinia inornata","Plain Prinia","Regular",20,13,6,4,5,15,8,14,27,5,25,46,72,587,1251,1592,1866,2024,2406,2360,2720
22690,"Cisticola juncidis","Zitting Cisticola","Regular",20,4,7,1,1,1,2,4,13,3,14,11,9,232,514,634,748,701,872,1189,1190
22759,"Cisticola exilis","Golden-headed Cisticola","Sporadic",9,0,0,0,0,0,0,0,0,4,1,1,0,0,0,3,21,7,3,7,38
22786,"Arundinax aedon","Thick-billed Warbler","Sporadic",19,4,2,4,0,5,7,16,10,10,8,5,5,13,9,30,29,19,40,20,61
22789,"Iduna caligata","Booted Warbler","Sporadic",14,0,3,1,0,0,0,1,0,0,5,1,4,5,14,44,56,71,86,67,58
22790,"Iduna rama","Sykes's Warbler","Sporadic",14,0,0,1,0,0,0,1,1,2,1,1,0,1,5,11,11,17,27,12,7
22820,"Acrocephalus agricola","Paddyfield Warbler","Sporadic",14,0,0,0,0,1,0,0,4,2,2,1,2,2,5,14,8,31,33,82,93
22828,"Acrocephalus dumetorum","Blyth's Reed Warbler","Regular",20,7,43,11,5,72,52,170,152,111,113,99,107,386,822,1276,3395,3653,4119,2656,3470
22872,"Acrocephalus stentoreus","Clamorous Reed Warbler","Sporadic",19,0,5,1,2,1,3,8,10,3,12,8,21,104,283,449,654,851,746,781,886
22941,"Helopsaltes certhiola","Pallas's Grasshopper Warbler","Sporadic",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,35,6,19,21
22962,"Locustella naevia","Common Grasshopper-Warbler","Sporadic",15,0,0,1,0,2,1,3,4,3,2,0,1,1,1,3,1,5,2,7,0
23058,"Schoenicola platyurus","Broad-tailed Grassbird","Sporadic",18,1,2,0,0,14,3,5,10,5,8,7,5,3,12,7,23,12,12,3,8
23059,"Schoenicola striatus","Bristled Grassbird","Sporadic",8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,7,15,1,14,0
23242,"Riparia riparia","Bank Swallow","Sporadic",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,9,1,5
23287,"Ptyonoprogne concolor","Dusky Crag-Martin","Regular",20,1,7,5,2,21,13,10,18,17,26,18,23,35,82,137,188,223,304,385,450
23291,"Hirundo rustica","Barn Swallow","Regular",20,13,16,18,7,16,39,57,40,58,44,58,86,656,2010,2377,3638,3810,3431,3193,3108
23312,"Hirundo smithii","Wire-tailed Swallow","Sporadic",19,1,0,4,2,2,5,2,3,1,9,15,10,23,149,210,234,311,818,937,993
23318,"Hirundo domicola","Hill Swallow","Sporadic",19,1,5,3,0,22,19,12,22,14,21,59,27,55,88,98,110,120,246,123,248
23338,"Cecropis daurica","Red-rumped Swallow","Regular",20,12,15,6,5,27,21,51,42,23,35,43,71,200,461,728,1302,1103,1685,2001,2027
23376,"Petrochelidon fluvicola","Streak-throated Swallow","Sporadic",12,0,0,0,0,1,0,0,0,0,1,3,2,6,11,34,72,71,111,82,150
23408,"Delichon urbicum","Common House-Martin","Sporadic",10,0,2,0,0,2,0,1,2,0,0,2,0,0,1,0,2,0,5,1,1
23414,"Delichon dasypus","Asian House-Martin","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
23603,"Brachypodius priocephalus","Gray-headed Bulbul","Sporadic",19,3,7,5,0,21,21,42,25,32,42,34,28,42,67,119,200,167,199,231,152
23629,"Rubigula gularis","Flame-throated Bulbul","Regular",20,6,35,14,2,65,23,139,76,99,126,63,100,182,397,520,754,721,753,1088,780
23648,"Pycnonotus cafer","Red-vented Bulbul","Regular",20,10,36,15,16,56,32,61,83,52,72,104,115,1471,2838,4076,5981,6912,7148,9866,8367
23658,"Pycnonotus jocosus","Red-whiskered Bulbul","Regular",20,12,78,22,49,167,135,261,176,170,211,224,213,1767,3613,6011,8738,10273,11541,15356,13568
23727,"Pycnonotus xantholaemus","Yellow-throated Bulbul","Sporadic",13,0,0,0,0,0,1,1,0,0,2,1,2,2,7,8,7,3,7,8,3
23735,"Pycnonotus luteolus","White-browed Bulbul","Sporadic",19,3,4,2,0,6,4,7,19,3,17,26,25,144,356,755,1058,1167,1441,2694,2298
23840,"Iole indica","Yellow-browed Bulbul","Regular",20,7,78,23,5,119,101,231,126,197,188,129,146,327,730,1228,2108,1740,2725,2520,2280
23868,"Hypsipetes ganeesa","Square-tailed Bulbul","Regular",20,5,39,4,2,44,42,59,67,71,53,95,54,63,131,143,228,340,704,329,656
23943,"Phylloscopus inornatus","Yellow-browed Warbler","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
23944,"Phylloscopus humei","Hume's Warbler","Sporadic",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
23957,"Phylloscopus tytleri","Tytler's Leaf Warbler","Sporadic",16,0,0,2,0,7,6,3,8,0,4,4,8,4,8,13,8,10,16,13,11
23963,"Phylloscopus affinis","Tickell's Leaf Warbler","Sporadic",19,2,11,2,0,19,9,13,23,9,12,44,14,16,26,42,35,56,62,40,69
23969,"Phylloscopus fuscatus","Dusky Warbler","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23981,"Phylloscopus trochilus","Willow Warbler","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
23991,"Phylloscopus collybita","Common Chiffchaff","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
24060,"Phylloscopus nitidus","Green Warbler","Sporadic",18,4,1,1,0,2,1,0,1,5,7,12,10,49,72,212,719,1690,1489,1923,1774
24061,"Phylloscopus trochiloides","Greenish Warbler","Regular",20,5,63,16,25,127,99,224,165,161,104,92,94,291,529,652,1249,1209,1824,1240,1223
24071,"Phylloscopus magnirostris","Large-billed Leaf Warbler","Regular",20,2,32,13,2,69,55,121,89,122,95,95,49,91,113,129,133,205,402,359,453
24108,"Phylloscopus occipitalis","Western Crowned Warbler","Sporadic",19,3,8,5,0,23,18,31,15,15,12,16,8,20,17,32,30,51,63,65,95
24386,"Sylvia atricapilla","Eurasian Blackcap","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
24423,"Curruca curruca","Lesser Whitethroat","Sporadic",10,0,0,0,0,1,0,0,1,0,2,0,2,0,0,12,14,7,15,16,25
24452,"Curruca crassirostris","Eastern Orphean Warbler","Sporadic",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,7,0
24506,"Chrysomma sinense","Yellow-eyed Babbler","Sporadic",16,1,0,1,0,1,0,1,1,0,4,3,3,14,15,13,12,11,18,18,19
24763,"Zosterops palpebrosus","Indian White-eye","Regular",20,5,36,7,3,45,43,56,58,59,50,120,66,121,259,325,473,582,946,656,1006
25002,"Dumetia hyperythra","Tawny-bellied Babbler","Sporadic",19,1,4,1,0,4,1,4,6,2,12,27,12,37,34,71,79,108,108,159,238
25006,"Dumetia atriceps","Dark-fronted Babbler","Regular",20,2,22,5,1,47,39,97,52,78,92,38,35,69,165,183,301,253,376,402,373
25159,"Pomatorhinus horsfieldii","Indian Scimitar-Babbler","Regular",20,5,44,7,3,59,60,114,88,79,95,80,41,95,217,279,463,626,1072,518,733
25305,"Pellorneum ruficeps","Puff-throated Babbler","Regular",20,5,17,3,1,55,36,53,55,78,68,32,28,66,163,303,626,446,721,1226,928
25483,"Alcippe poioicephala","Brown-cheeked Fulvetta","Regular",20,3,39,11,2,59,54,125,72,93,79,45,45,84,142,201,341,306,629,394,387
25590,"Montecincla jerdoni","Banasura Laughingthrush","Sporadic",10,0,0,0,0,1,3,1,0,1,2,8,0,0,0,1,0,5,3,0,7
25591,"Montecincla cachinnans","Nilgiri Laughingthrush","Sporadic",10,0,0,0,0,3,2,1,0,0,4,0,1,1,0,0,1,0,1,5,10
25592,"Montecincla fairbanki","Palani Laughingthrush","Regular",20,3,9,4,1,14,8,25,38,16,15,101,41,50,136,126,153,263,438,165,283
25593,"Montecincla meridionalis","Ashambu Laughingthrush","Sporadic",11,0,0,0,0,0,1,0,0,8,3,3,1,3,7,2,0,0,14,2,4
25702,"Argya malcolmi","Large Gray Babbler","Sporadic",11,0,0,0,0,0,0,0,0,0,2,1,1,2,7,10,15,12,3,3,15
25705,"Argya subrufa","Rufous Babbler","Regular",20,3,15,13,1,38,26,48,53,45,72,32,42,124,234,314,620,466,478,650,607
25709,"Argya striata","Jungle Babbler","Regular",20,5,25,12,8,80,23,85,68,79,91,87,101,1076,2716,3214,4697,5041,5855,6755,6055
25716,"Argya affinis","Yellow-billed Babbler","Regular",20,3,9,8,16,40,28,24,44,28,30,47,45,771,1694,2896,4086,4070,4000,6498,5454
25872,"Pterorhinus delesserti","Wayanad Laughingthrush","Regular",20,3,15,4,1,24,18,14,4,10,15,16,15,17,19,21,40,34,65,38,24
25980,"Sitta castanea","Indian Nuthatch","Sporadic",10,1,0,0,1,0,0,0,0,0,0,0,0,3,3,8,12,2,3,3,4
26066,"Sitta frontalis","Velvet-fronted Nuthatch","Regular",20,3,42,14,2,77,44,86,60,66,57,76,79,178,306,328,546,491,667,451,561
26887,"Gracula indica","Southern Hill Myna","Regular",20,9,67,22,5,124,74,197,123,140,187,106,151,409,859,957,1684,1892,2680,1877,1717
26906,"Pastor roseus","Rosy Starling","Sporadic",18,1,0,0,2,3,3,3,11,5,14,6,12,145,352,413,926,989,908,811,623
26907,"Agropsar sturninus","Daurian Starling","Sporadic",6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,6,1
26923,"Sturnia pagodarum","Brahminy Starling","Sporadic",19,1,2,2,1,1,1,3,4,0,8,6,6,38,94,173,210,177,209,365,295
26924,"Sturnia malabarica","Chestnut-tailed Starling","Sporadic",19,2,21,10,0,46,14,50,22,28,59,26,48,212,241,357,537,987,947,1170,1220
26927,"Sturnia blythii","Malabar Starling","Regular",20,2,20,1,2,16,14,30,42,49,40,28,86,232,429,583,874,951,1274,1348,1099
26935,"Acridotheres tristis","Common Myna","Regular",20,9,33,13,65,123,87,126,101,79,119,101,138,2611,6855,10660,12540,16060,15253,19679,16403
26946,"Acridotheres fuscus","Jungle Myna","Regular",20,15,30,10,38,71,45,56,48,53,43,56,65,539,894,1178,1751,1875,2422,1870,2269
27280,"Zoothera neilgherriensis","Nilgiri Thrush","Sporadic",16,0,0,0,1,2,0,2,2,1,1,3,7,1,2,13,8,14,14,7,4
27415,"Geokichla wardii","Pied Thrush","Sporadic",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0
27462,"Geokichla citrina","Orange-headed Thrush","Regular",20,3,16,14,3,58,28,46,60,61,74,53,76,272,403,736,1236,1389,1343,1400,1381
27712,"Turdus simillimus","Indian Blackbird","Sporadic",19,0,14,5,1,22,19,29,42,23,38,42,39,83,132,130,232,390,459,358,370
27723,"Turdus obscurus","Eyebrowed Thrush","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27816,"Muscicapa dauurica","Asian Brown Flycatcher","Regular",20,3,26,7,4,46,29,86,46,69,77,54,53,173,253,409,628,727,933,986,896
27821,"Muscicapa muttui","Brown-breasted Flycatcher","Regular",20,6,13,9,1,39,29,78,50,64,76,41,52,112,143,267,343,446,514,502,451
27840,"Muscicapa striata","Spotted Flycatcher","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28008,"Copsychus fulicatus","Indian Robin","Sporadic",19,2,4,2,0,5,2,7,15,4,15,22,18,131,306,428,664,774,1004,1376,1454
28014,"Copsychus saularis","Oriental Magpie-Robin","Regular",20,9,35,13,48,110,87,122,94,78,89,95,113,1755,4147,6436,7840,11225,11641,14989,11849
28031,"Copsychus malabaricus","White-rumped Shama","Regular",20,1,5,1,1,3,4,6,4,18,9,10,8,17,21,31,55,26,53,40,58
28065,"Sholicola major","Nilgiri Sholakili","Sporadic",10,0,0,0,0,5,7,2,0,2,5,2,0,2,0,0,0,4,1,0,4
28066,"Sholicola albiventris","White-bellied Sholakili","Sporadic",19,1,3,1,0,7,1,6,19,4,10,38,24,18,55,57,78,124,121,55,68
28085,"Cyornis pallidipes","White-bellied Blue Flycatcher","Regular",20,4,11,11,1,36,28,55,29,44,48,30,41,86,109,143,191,196,221,163,165
28095,"Cyornis rubeculoides","Blue-throated Flycatcher","Sporadic",19,3,2,4,0,13,12,19,27,23,31,18,30,62,59,116,140,150,214,218,207
28121,"Cyornis tickelliae","Tickell's Blue Flycatcher","Regular",20,6,7,3,1,33,9,22,37,27,31,29,27,90,129,280,515,518,559,749,945
28188,"Cyanoptila cyanomelana","Blue-and-white Flycatcher","Sporadic",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,4,0
28194,"Eumyias albicaudatus","Nilgiri Flycatcher","Regular",20,2,11,5,2,26,13,24,33,19,20,41,38,55,110,129,166,217,337,130,305
28200,"Eumyias thalassinus","Verditer Flycatcher","Regular",20,3,14,1,1,12,15,29,13,14,12,19,35,56,55,124,162,232,284,246,234
28402,"Larvivora brunnea","Indian Blue Robin","Sporadic",18,0,3,4,0,15,12,19,15,36,24,17,26,40,41,88,103,146,180,116,172
28419,"Luscinia svecica","Bluethroat","Sporadic",10,0,0,0,0,0,1,0,0,0,0,1,1,0,4,15,20,8,14,15,10
28440,"Myophonus horsfieldii","Malabar Whistling-Thrush","Regular",20,8,57,13,4,104,68,169,115,157,138,104,89,280,526,609,1157,1312,1955,1159,1240
28508,"Ficedula zanthopygia","Yellow-rumped Flycatcher","Sporadic",4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
28516,"Ficedula nigrorufa","Black-and-orange Flycatcher","Sporadic",19,2,2,2,0,8,11,8,20,10,14,61,30,26,59,73,76,124,160,63,173
28556,"Ficedula superciliaris","Ultramarine Flycatcher","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28559,"Ficedula ruficauda","Rusty-tailed Flycatcher","Regular",20,4,8,7,1,41,35,50,28,34,36,31,42,53,77,126,164,177,217,206,207
28560,"Ficedula albicilla","Taiga Flycatcher","Sporadic",11,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,4,2,29,22
28561,"Ficedula subrubra","Kashmir Flycatcher","Sporadic",8,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,1,0,1
28562,"Ficedula parva","Red-breasted Flycatcher","Sporadic",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28644,"Monticola cinclorhyncha","Blue-capped Rock-Thrush","Regular",20,2,8,1,1,17,16,28,15,25,30,22,23,37,64,102,191,197,194,213,196
28656,"Monticola saxatilis","Rufous-tailed Rock-Thrush","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28657,"Monticola solitarius","Blue Rock-Thrush","Sporadic",19,1,1,3,0,4,6,6,2,3,2,10,15,13,21,31,31,41,43,45,80
28680,"Saxicola maurus","Siberian Stonechat","Sporadic",17,1,2,0,0,1,0,4,2,1,4,5,5,22,70,159,172,250,341,443,436
28712,"Saxicola caprata","Pied Bushchat","Regular",20,3,14,4,1,14,9,18,32,15,35,86,52,136,327,476,565,564,805,715,908
28785,"Oenanthe oenanthe","Northern Wheatear","Sporadic",3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0
28798,"Oenanthe isabellina","Isabelline Wheatear","Sporadic",9,0,0,0,0,0,0,0,2,0,0,0,1,5,2,1,1,0,9,6,4
28801,"Oenanthe deserti","Desert Wheatear","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0
28811,"Oenanthe pleschanka","Pied Wheatear","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28852,"Oenanthe picata","Variable Wheatear","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
28951,"Dicaeum agile","Thick-billed Flowerpecker","Sporadic",19,1,18,1,0,10,11,26,11,17,27,19,7,23,73,83,139,101,111,73,129
29021,"Dicaeum erythrorhynchos","Pale-billed Flowerpecker","Regular",20,7,11,7,47,74,83,99,64,32,32,44,46,587,2097,4148,5603,6682,6347,9004,6233
29025,"Dicaeum concolor","Nilgiri Flowerpecker","Regular",20,7,32,12,4,81,46,123,110,128,109,95,72,219,425,794,1387,1371,1909,1528,1316
29263,"Leptocoma zeylonica","Purple-rumped Sunbird","Regular",20,6,25,9,56,106,84,97,80,92,105,113,114,1467,3591,6768,8281,9720,9919,13772,11336
29266,"Leptocoma minima","Crimson-backed Sunbird","Regular",20,8,50,17,1,95,74,206,107,157,163,92,89,229,418,642,1092,859,1332,1335,1146
29429,"Cinnyris asiaticus","Purple Sunbird","Regular",20,5,17,14,53,98,76,135,94,48,99,68,78,557,1220,2050,2662,2323,2599,3173,2553
29479,"Cinnyris lotenius","Loten's Sunbird","Regular",20,3,18,5,3,19,13,39,37,48,50,49,57,510,1142,1812,2987,3308,3786,5003,4292
29586,"Arachnothera longirostra","Little Spiderhunter","Regular",20,4,28,11,2,50,34,74,53,93,76,30,44,90,215,421,622,454,494,704,571
29620,"Irena puella","Asian Fairy-bluebird","Regular",20,4,56,18,2,80,51,159,84,127,141,80,109,180,359,509,796,831,1207,956,779
29654,"Chloropsis jerdoni","Jerdon's Leafbird","Regular",20,2,9,2,3,27,12,24,17,22,28,17,16,163,322,601,599,744,796,1008,688
29655,"Chloropsis aurifrons","Golden-fronted Leafbird","Regular",20,3,31,11,2,49,36,85,69,83,91,57,85,305,556,934,1549,1587,1534,2144,1687
29872,"Ploceus manyar","Streaked Weaver","Sporadic",16,2,0,0,1,1,0,1,5,0,2,5,1,79,94,80,93,139,134,117,88
29877,"Ploceus philippinus","Baya Weaver","Regular",20,2,2,4,7,2,4,2,6,1,10,18,22,286,469,558,629,544,817,870,933
30034,"Euodice malabarica","Indian Silverbill","Sporadic",11,0,0,0,0,0,0,0,0,0,1,1,1,4,2,11,5,5,8,6,27
30045,"Lonchura punctulata","Scaly-breasted Munia","Regular",20,1,4,2,1,5,6,4,3,5,13,15,24,253,632,860,1119,1333,1477,2129,1801
30059,"Lonchura kelaarti","Black-throated Munia","Sporadic",19,5,8,3,0,6,7,22,19,16,24,23,27,27,97,151,197,161,169,295,345
30063,"Lonchura striata","White-rumped Munia","Regular",20,3,10,5,9,22,18,21,21,12,23,27,30,374,699,1164,1551,1469,1659,2844,2797
30080,"Lonchura malacca","Tricolored Munia","Sporadic",18,3,5,0,0,3,7,27,7,3,5,11,22,139,255,397,525,472,654,620,673
30318,"Amandava amandava","Red Avadavat","Sporadic",16,1,2,0,1,0,0,1,4,0,2,4,7,11,44,38,46,67,141,105,113
30494,"Passer domesticus","House Sparrow","Regular",20,2,13,7,5,20,9,3,12,15,21,14,22,274,390,783,1131,1755,1464,1405,1100
30510,"Passer hispaniolensis","Spanish Sparrow","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
30580,"Gymnoris xanthocollis","Yellow-throated Sparrow","Sporadic",19,2,2,2,0,3,4,6,12,1,12,12,5,52,88,109,153,158,206,251,257
30597,"Carpospiza brachydactyla","Pale Rockfinch","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
30622,"Dendronanthus indicus","Forest Wagtail","Regular",20,4,18,6,8,45,28,60,31,27,24,18,37,65,99,158,161,170,205,129,132
30633,"Motacilla cinerea","Gray Wagtail","Regular",20,8,60,13,8,58,52,118,86,93,87,125,93,353,581,773,1153,985,1318,986,1106
30637,"Motacilla flava","Western Yellow Wagtail","Regular",20,1,11,5,4,1,6,12,10,10,17,17,47,236,491,626,1000,976,973,850,880
30643,"Motacilla flava","Western Yellow Wagtail","Regular",20,1,11,5,4,1,6,12,10,10,17,17,47,236,491,626,1000,976,973,850,880
30649,"Motacilla flava","Western Yellow Wagtail","Regular",20,1,11,5,4,1,6,12,10,10,17,17,47,236,491,626,1000,976,973,850,880
30655,"Motacilla tschutschensis","Eastern Yellow Wagtail","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
30662,"Motacilla citreola","Citrine Wagtail","Sporadic",11,0,0,0,0,0,0,0,3,1,1,1,0,2,6,0,2,8,10,6,20
30669,"Motacilla maderaspatensis","White-browed Wagtail","Regular",20,6,30,18,10,42,36,55,45,50,70,62,90,375,705,1054,1447,1598,1912,2292,2426
30675,"Motacilla alba","White Wagtail","Sporadic",18,0,1,0,1,1,3,6,2,4,3,2,4,30,86,93,88,121,84,52,59
30704,"Anthus richardi","Richard's Pipit","Sporadic",14,0,0,0,0,0,1,2,2,0,4,7,3,11,16,15,11,18,13,16,14
30710,"Anthus rufulus","Paddyfield Pipit","Sporadic",19,3,6,4,0,18,12,15,27,7,21,25,30,142,343,688,770,767,1031,1393,1461
30740,"Anthus similis","Long-billed Pipit","Sporadic",14,0,1,0,0,0,0,0,2,4,4,2,1,1,5,5,2,1,5,11,8
30765,"Anthus godlewskii","Blyth's Pipit","Sporadic",12,0,0,0,0,1,0,0,0,0,1,2,2,5,3,12,17,55,42,98,69
30767,"Anthus campestris","Tawny Pipit","Sporadic",11,0,0,0,0,0,0,0,0,0,4,1,1,4,3,13,11,12,17,59,18
30791,"Anthus nilghiriensis","Nilgiri Pipit","Regular",20,2,3,3,2,17,3,5,13,7,12,42,23,35,54,42,54,55,103,31,48
30811,"Anthus trivialis","Tree Pipit","Sporadic",9,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,13,9,17,68,15
30815,"Anthus hodgsoni","Olive-backed Pipit","Sporadic",11,0,2,0,0,0,0,1,0,1,0,3,0,0,1,3,7,3,7,3,3
30824,"Anthus cervinus","Red-throated Pipit","Sporadic",6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,5
31096,"Carpodacus erythrinus","Common Rosefinch","Sporadic",18,0,13,1,0,13,13,15,26,9,11,22,7,13,48,67,94,164,209,151,109
31620,"Emberiza lathami","Crested Bunting","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
31621,"Emberiza melanocephala","Black-headed Bunting","Sporadic",9,0,0,0,0,0,0,0,1,2,1,0,0,0,0,5,2,27,10,15,9
31622,"Emberiza bruniceps","Red-headed Bunting","Sporadic",10,0,0,0,0,0,0,0,2,1,0,1,0,0,2,4,1,13,2,57,22
31626,"Emberiza fucata","Chestnut-eared Bunting","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31663,"Emberiza buchanani","Gray-necked Bunting","Sporadic",13,0,0,0,0,0,0,1,1,2,2,2,0,4,9,25,12,36,19,99,89
31670,"Emberiza hortulana","Ortolan Bunting","Sporadic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
31745,"Emberiza pusilla","Little Bunting","Sporadic",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
